station,valid,metar
EGKK,2024-08-09 14:20,EGKK 091420Z 25012KT 9999 FEW042 24/13 Q1016
EGKK,2024-08-09 14:50,EGKK 091450Z 27013KT 9999 FEW043 24/13 Q1016
EGKK,2024-08-09 15:20,EGKK 091520Z 26012KT 220V300 9999 FEW045 24/12 Q1016
EGKK,2024-08-09 15:50,EGKK 091550Z 25010KT 9999 FEW046 24/12 Q1016
EGKK,2024-08-09 16:20,EGKK 091620Z 26011KT 210V290 9999 FEW049 24/12 Q1016
EGKK,2024-08-09 16:50,EGKK 091650Z 27012KT 9999 FEW049 24/11 Q1016
EGKK,2024-08-09 17:20,EGKK 091720Z 25011KT 9999 FEW048 23/11 Q1017
EGKK,2024-08-09 17:50,EGKK 091750Z 28010KT 9999 FEW048 23/11 Q1017
EGKK,2024-08-09 18:20,EGKK 091820Z 28011KT 9999 FEW048 22/11 Q1017
EGKK,2024-08-09 18:50,EGKK 091850Z 26007KT CAVOK 21/12 Q1017
EGKK,2024-08-09 19:20,EGKK 091920Z 23006KT CAVOK 21/12 Q1017
EGKK,2024-08-09 19:50,EGKK 091950Z 23006KT CAVOK 20/15 Q1018
EGKK,2024-08-09 20:20,EGKK 092020Z 23005KT CAVOK 19/15 Q1018
EGKK,2024-08-09 20:50,EGKK 092050Z 24006KT CAVOK 18/15 Q1018
EGKK,2024-08-09 21:20,EGKK 092120Z 24006KT CAVOK 18/15 Q1019
EGKK,2024-08-09 21:50,EGKK 092150Z 24004KT CAVOK 17/15 Q1019
EGKK,2024-08-09 22:20,EGKK 092220Z 21004KT CAVOK 17/15 Q1019
EGKK,2024-08-09 22:50,EGKK 092250Z 24005KT CAVOK 16/14 Q1018
EGKK,2024-08-09 23:20,EGKK 092320Z 23005KT CAVOK 16/13 Q1019
EGKK,2024-08-09 23:50,EGKK 092350Z 24003KT 210V270 CAVOK 16/12 Q1019
EGKK,2024-08-10 00:20,EGKK 100020Z 24004KT CAVOK 15/12 Q1019
EGKK,2024-08-10 00:50,EGKK 100050Z 21002KT CAVOK 15/12 Q1019
EGKK,2024-08-10 01:20,EGKK 100120Z 21003KT CAVOK 14/12 Q1019
EGKK,2024-08-10 01:50,EGKK 100150Z 26002KT CAVOK 14/12 Q1019
EGKK,2024-08-10 02:20,EGKK 100220Z 20003KT CAVOK 14/12 Q1019
EGKK,2024-08-10 02:50,EGKK 100250Z 21002KT CAVOK 14/12 Q1019
EGKK,2024-08-10 03:20,EGKK 100320Z VRB02KT CAVOK 13/12 Q1019
EGKK,2024-08-10 03:50,EGKK 100350Z VRB01KT CAVOK 13/12 Q1019
EGKK,2024-08-10 04:20,EGKK 100420Z VRB02KT CAVOK 13/12 Q1019
EGKK,2024-08-10 04:50,EGKK 100450Z VRB02KT CAVOK 13/12 Q1019
EGKK,2024-08-10 05:20,EGKK 100520Z VRB02KT CAVOK 14/12 Q1019
EGKK,2024-08-10 05:50,EGKK 100550Z 21002KT CAVOK 15/13 Q1020
EGKK,2024-08-10 06:20,EGKK 100620Z 23003KT 9999 FEW047 15/13 Q1020
EGKK,2024-08-10 06:50,EGKK 100650Z 22006KT 9999 FEW043 17/14 Q1020
EGKK,2024-08-10 07:20,EGKK 100720Z 24007KT 210V280 9999 SCT042 17/14 Q1020
EGKK,2024-08-10 07:50,EGKK 100750Z 24008KT 9999 FEW015 18/14 Q1021
EGKK,2024-08-10 08:20,EGKK 100820Z 22008KT 9999 FEW018 SCT039 18/14 Q1020
EGKK,2024-08-10 08:50,EGKK 100850Z 20008KT 9999 FEW020 20/15 Q1020
EGKK,2024-08-10 09:20,EGKK 100920Z 21008KT 170V240 9999 FEW022 20/15 Q1020
EGKK,2024-08-10 09:50,EGKK 100950Z 22011KT 180V260 9999 FEW024 21/14 Q1020
EGKK,2024-08-10 10:20,EGKK 101020Z 22011KT 9999 BKN025 21/15 Q1020
EGKK,2024-08-10 10:50,EGKK 101050Z 23011KT 190V250 9999 BKN022 20/15 Q1020
EGKK,2024-08-10 11:20,EGKK 101120Z 24009KT 9999 BKN021 20/15 Q1020
EGKK,2024-08-10 11:50,EGKK 101150Z 23012KT 9999 BKN021 20/15 Q1020
EGKK,2024-08-10 12:20,EGKK 101220Z 22011KT 190V250 9999 BKN022 21/16 Q1020
EGKK,2024-08-10 12:50,EGKK 101250Z 23011KT 200V260 9999 SCT025 22/15 Q1020
EGKK,2024-08-10 13:20,EGKK 101320Z 22010KT 190V260 9999 FEW030 23/15 Q1020
EGKK,2024-08-10 13:50,EGKK 101350Z 22009KT 180V250 9999 FEW031 23/16 Q1020
EGKK,2024-08-10 14:20,EGKK 101420Z 22010KT 170V250 9999 FEW031 24/15 Q1020
EGKK,2024-08-10 14:50,EGKK 101450Z 23012KT 190V260 9999 FEW029 24/16 Q1020
EGKK,2024-08-10 15:20,EGKK 101520Z 22011KT 190V260 9999 FEW032 24/16 Q1020
EGKK,2024-08-10 15:50,EGKK 101550Z 24011KT 200V280 9999 FEW027 24/17 Q1020
EGKK,2024-08-10 16:20,EGKK 101620Z 24009KT 210V290 9999 SCT026 24/17 Q1020
EGKK,2024-08-10 16:50,EGKK 101650Z 23008KT 9999 SCT026 24/17 Q1020
EGKK,2024-08-10 17:20,EGKK 101720Z 24008KT 9999 FEW027 23/17 Q1020
EGKK,2024-08-10 17:50,EGKK 101750Z 23007KT 9999 FEW027 23/17 Q1020
EGKK,2024-08-10 18:20,EGKK 101820Z 24006KT 9999 FEW024 23/17 Q1020
EGKK,2024-08-10 18:50,EGKK 101850Z 24005KT 9999 FEW024 22/17 Q1020
EGKK,2024-08-10 19:20,EGKK 101920Z 23005KT CAVOK 22/17 Q1020
EGKK,2024-08-10 19:50,EGKK 101950Z 18005KT CAVOK 21/18 Q1021
EGKK,2024-08-10 20:20,EGKK 102020Z 20004KT CAVOK 20/18 Q1021
EGKK,2024-08-10 20:50,EGKK 102050Z 19004KT CAVOK 19/18 Q1021
EGKK,2024-08-10 21:20,EGKK 102120Z 20003KT CAVOK 19/18 Q1021
EGKK,2024-08-10 21:50,EGKK 102150Z 19003KT CAVOK 18/17 Q1021
EGKK,2024-08-10 22:20,EGKK 102220Z VRB02KT 9999 SCT004 18/17 Q1021
EGKK,2024-08-10 22:50,EGKK 102250Z 18003KT 150V230 9999 VCFG BKN004 18/17 Q1021
EGKK,2024-08-10 23:20,EGKK 102320Z 22002KT 6000 VCFG BKN002 18/17 Q1021
EGKK,2024-08-10 23:50,EGKK 102350Z 21003KT 4500 BR BKN002 18/17 Q1021
EGKK,2024-08-11 00:20,EGKK 110020Z 22002KT 0600 R26L/P1500N FG OVC002 17/17 Q1022
EGKK,2024-08-11 00:50,EGKK 110050Z VRB02KT 0400 R26L/0900N FG VV/// 17/17 Q1022
EGKK,2024-08-11 01:20,EGKK 110120Z VRB01KT 0400 R26L/1200D FG BKN001 17/17 Q1022
EGKK,2024-08-11 01:50,EGKK 110150Z 30001KT 0400 R26L/1200U FG BKN001 17/17 Q1022
EGKK,2024-08-11 02:20,EGKK 110220Z 03001KT 0350 R26L/P1500U FG OVC001 17/17 Q1021
EGKK,2024-08-11 02:50,EGKK 110250Z VRB01KT 0400 R26L/1000N FG VV/// 17/17 Q1021
EGKK,2024-08-11 03:20,EGKK 110320Z VRB01KT 0250 R26L/P1500N FG VV/// 17/17 Q1021
EGKK,2024-08-11 03:50,EGKK 110350Z 03003KT 0400 R26L/1000U FG VV/// 17/17 Q1021
EGKK,2024-08-11 04:20,EGKK 110420Z 02003KT 340V060 0250 R08R/0500N FG VV/// 17/17 Q1021
EGKK,2024-08-11 04:50,EGKK 110450Z 01003KT 340V060 0550 R08R/0400N FG OVC002 17/17 Q1021
EGKK,2024-08-11 05:20,EGKK 110520Z 03003KT 360V070 0800 R08R/0450N FG BKN001 17/17 Q1022
EGKK,2024-08-11 05:50,EGKK 110550Z VRB02KT 3500 1500W R08R/1100U BR PRFG FEW001 17/17 Q1022
EGKK,2024-08-11 06:20,EGKK 110620Z 08003KT CAVOK 17/17 Q1022
EGKK,2024-08-11 06:50,EGKK 110650Z 07006KT 010V100 CAVOK 18/16 Q1022
EGKK,2024-08-11 07:20,EGKK 110720Z 06006KT CAVOK 19/16 Q1022
EGKK,2024-08-11 07:50,EGKK 110750Z 07006KT 050V110 CAVOK 20/17 Q1022
EGKK,2024-08-11 08:20,EGKK 110820Z 06007KT CAVOK 21/17 Q1022
EGKK,2024-08-11 08:50,EGKK 110850Z 09006KT 050V140 CAVOK 22/17 Q1021
EGKK,2024-08-11 09:20,EGKK 110920Z 11006KT 050V150 CAVOK 23/18 Q1021
EGKK,2024-08-11 09:50,EGKK 110950Z 11008KT 080V140 9999 FEW024 24/18 Q1021
EGKK,2024-08-11 10:20,EGKK 111020Z 13005KT 080V190 9999 FEW025 25/18 Q1021
EGKK,2024-08-11 10:50,EGKK 111050Z 11006KT 060V140 9999 SCT027 25/18 Q1020
EGKK,2024-08-11 11:20,EGKK 111120Z 10006KT 050V170 9999 SCT028 26/18 Q1020
EGKK,2024-08-11 11:50,EGKK 111150Z 10007KT 060V140 9999 SCT031 26/18 Q1020
EGKK,2024-08-11 12:20,EGKK 111220Z 13006KT 100V170 9999 SCT032 27/18 Q1019
EGKK,2024-08-11 12:50,EGKK 111250Z 12007KT 080V140 9999 FEW034 27/18 Q1019
EGKK,2024-08-11 13:20,EGKK 111320Z 12006KT 070V160 9999 SCT036 28/18 Q1019
EGKK,2024-08-11 13:50,EGKK 111350Z 10006KT 040V190 9999 FEW037 28/18 Q1019
EGKK,2024-08-11 14:20,EGKK 111420Z 11007KT 060V170 9999 FEW039 28/18 Q1018
EGKK,2024-08-11 14:50,EGKK 111450Z 11009KT 060V160 9999 FEW041 28/17 Q1018
EGKK,2024-08-11 15:20,EGKK 111520Z 11009KT 080V150 9999 FEW044 28/17 Q1018
EGKK,2024-08-11 15:50,EGKK 111550Z 12009KT 090V150 9999 FEW044 28/17 Q1018
EGKK,2024-08-11 16:20,EGKK 111620Z 10009KT CAVOK 28/17 Q1017
EGKK,2024-08-11 16:50,EGKK 111650Z 10009KT CAVOK 28/16 Q1017
EGKK,2024-08-11 17:20,EGKK 111720Z 11010KT CAVOK 27/16 Q1017
EGKK,2024-08-11 17:50,EGKK 111750Z 11009KT CAVOK 27/16 Q1016
EGKK,2024-08-11 18:20,EGKK 111820Z 09008KT CAVOK 26/17 Q1016
EGKK,2024-08-11 18:50,EGKK 111850Z 07011KT CAVOK 24/17 Q1016
EGKK,2024-08-11 19:20,EGKK 111920Z 07010KT CAVOK 23/16 Q1016
EGKK,2024-08-11 19:50,EGKK 111950Z 08009KT CAVOK 22/17 Q1016
EGKK,2024-08-11 20:20,EGKK 112020Z 07010KT CAVOK 21/17 Q1015
EGKK,2024-08-11 20:50,EGKK 112050Z 07008KT CAVOK 20/16 Q1015
EGKK,2024-08-11 21:20,EGKK 112120Z 07009KT CAVOK 20/16 Q1015
EGKK,2024-08-11 21:50,EGKK 112150Z 08007KT CAVOK 19/16 Q1015
EGKK,2024-08-11 22:20,EGKK 112220Z 08008KT CAVOK 19/16 Q1015
EGKK,2024-08-11 22:50,EGKK 112250Z 08006KT CAVOK 19/16 Q1014
EGKK,2024-08-11 23:20,EGKK 112320Z 07005KT CAVOK 18/16 Q1014
EGKK,2024-08-11 23:50,EGKK 112350Z 07005KT CAVOK 18/16 Q1014
EGKK,2024-08-12 00:20,EGKK 120020Z 08005KT CAVOK 18/16 Q1013
EGKK,2024-08-12 00:50,EGKK 120050Z 07004KT CAVOK 17/16 Q1013
EGKK,2024-08-12 01:20,EGKK 120120Z 07004KT CAVOK 17/16 Q1012
EGKK,2024-08-12 01:50,EGKK 120150Z 07004KT CAVOK 17/16 Q1012
EGKK,2024-08-12 02:20,EGKK 120220Z 07003KT CAVOK 17/16 Q1012
EGKK,2024-08-12 02:50,EGKK 120250Z 06004KT CAVOK 17/16 Q1011
EGKK,2024-08-12 03:20,EGKK 120320Z 05004KT CAVOK 17/16 Q1011
EGKK,2024-08-12 03:50,EGKK 120350Z 06006KT CAVOK 17/16 Q1011
EGKK,2024-08-12 04:20,EGKK 120420Z 08005KT CAVOK 16/16 Q1010
EGKK,2024-08-12 04:50,EGKK 120450Z 08004KT CAVOK 17/16 Q1010
EGKK,2024-08-12 05:20,EGKK 120520Z 07005KT CAVOK 17/17 Q1010
EGKK,2024-08-12 05:50,EGKK 120550Z 07006KT CAVOK 18/17 Q1009
EGKK,2024-08-12 06:20,EGKK 120620Z 07005KT CAVOK 19/17 Q1009
EGKK,2024-08-12 06:50,EGKK 120650Z 07005KT CAVOK 19/18 Q1009
EGKK,2024-08-12 07:20,EGKK 120720Z 07006KT CAVOK 20/18 Q1009
EGKK,2024-08-12 07:50,EGKK 120750Z 07006KT CAVOK 21/18 Q1008
EGKK,2024-08-12 08:20,EGKK 120820Z 09005KT CAVOK 24/19 Q1008
EGKK,2024-08-12 08:50,EGKK 120850Z 11005KT 070V140 CAVOK 26/19 Q1008
EGKK,2024-08-12 09:20,EGKK 120920Z 16005KT 120V200 CAVOK 26/19 Q1008
EGKK,2024-08-12 09:50,EGKK 120950Z 17006KT 110V220 CAVOK 27/20 Q1008
EGKK,2024-08-12 10:20,EGKK 121020Z 17007KT 120V210 CAVOK 28/20 Q1008
EGKK,2024-08-12 10:50,EGKK 121050Z 17006KT 120V230 CAVOK 29/20 Q1007
EGKK,2024-08-12 11:20,EGKK 121120Z 14007KT 090V200 CAVOK 30/21 Q1007
EGKK,2024-08-12 11:50,EGKK 121150Z 20008KT 160V230 CAVOK 30/20 Q1007
EGKK,2024-08-12 12:20,EGKK 121220Z 18006KT 120V230 CAVOK 30/21 Q1007
EGKK,2024-08-12 12:50,EGKK 121250Z 20009KT 150V240 CAVOK 30/21 Q1007
EGKK,2024-08-12 13:20,EGKK 121320Z 20011KT 170V240 CAVOK 30/20 Q1007
EGKK,2024-08-12 13:50,EGKK 121350Z 20010KT 160V240 CAVOK 29/21 Q1007
EGKK,2024-08-12 14:20,EGKK 121420Z 21008KT 160V250 CAVOK 29/21 Q1007
EGKK,2024-08-12 14:50,EGKK 121450Z 20007KT 150V250 CAVOK 29/20 Q1007
EGKK,2024-08-12 15:20,EGKK 121520Z 20007KT 170V230 CAVOK 28/20 Q1007
EGKK,2024-08-12 15:50,EGKK 121550Z 20008KT 170V230 CAVOK 27/21 Q1007
EGKK,2024-08-12 16:20,EGKK 121620Z 20007KT 160V250 CAVOK 26/20 Q1007
EGKK,2024-08-12 16:50,EGKK 121650Z 20008KT 170V230 CAVOK 25/20 Q1007
EGKK,2024-08-12 17:20,EGKK 121720Z 20008KT CAVOK 25/20 Q1007
EGKK,2024-08-12 17:50,EGKK 121750Z 20006KT CAVOK 25/20 Q1007
EGKK,2024-08-12 18:20,EGKK 121820Z 21006KT CAVOK 25/20 Q1007
EGKK,2024-08-12 18:50,EGKK 121850Z 20005KT CAVOK 25/20 Q1007
EGKK,2024-08-12 19:20,EGKK 121920Z 21006KT CAVOK 25/21 Q1008
EGKK,2024-08-12 19:50,EGKK 121950Z 22005KT 170V270 CAVOK 24/20 Q1008
EGKK,2024-08-12 20:20,EGKK 122020Z 24005KT CAVOK 24/19 Q1008
EGKK,2024-08-12 20:50,EGKK 122050Z 25006KT CAVOK 23/18 Q1009
EGKK,2024-08-12 21:20,EGKK 122120Z 25005KT CAVOK 21/18 Q1009
EGKK,2024-08-12 21:50,EGKK 122150Z 25007KT CAVOK 21/18 Q1009
EGKK,2024-08-12 22:20,EGKK 122220Z 29005KT 260V320 CAVOK 20/17 Q1009
EGKK,2024-08-12 22:50,EGKK 122250Z 29005KT CAVOK 20/16 Q1009
EGKK,2024-08-12 23:20,EGKK 122320Z 29006KT CAVOK 19/15 Q1009
EGKK,2024-08-12 23:50,EGKK 122350Z 27003KT 240V310 CAVOK 19/14 Q1009
EGKK,2024-08-13 00:20,EGKK 130020Z 28005KT CAVOK 18/14 Q1009
EGKK,2024-08-13 00:50,EGKK 130050Z 26005KT CAVOK 17/14 Q1009
EGKK,2024-08-13 01:20,EGKK 130120Z 22003KT 190V260 CAVOK 17/13 Q1009
EGKK,2024-08-13 01:50,EGKK 130150Z 23003KT CAVOK 16/14 Q1009
EGKK,2024-08-13 02:20,EGKK 130220Z 22004KT CAVOK 16/13 Q1009
EGKK,2024-08-13 02:50,EGKK 130250Z 26006KT CAVOK 14/12 Q1010
EGKK,2024-08-13 03:20,EGKK 130320Z 25004KT CAVOK 15/12 Q1010
EGKK,2024-08-13 03:50,EGKK 130350Z 18002KT CAVOK 15/12 Q1010
EGKK,2024-08-13 04:20,EGKK 130420Z 24003KT 200V260 CAVOK 14/12 Q1010
EGKK,2024-08-13 04:50,EGKK 130450Z 24003KT CAVOK 14/12 Q1010
EGKK,2024-08-13 05:20,EGKK 130520Z 22001KT CAVOK 14/12 Q1010
EGKK,2024-08-13 05:50,EGKK 130550Z 24003KT CAVOK 15/12 Q1010
EGKK,2024-08-13 06:20,EGKK 130620Z 24005KT CAVOK 15/12 Q1010
EGKK,2024-08-13 06:50,EGKK 130650Z 25005KT CAVOK 16/13 Q1010
EGKK,2024-08-13 07:20,EGKK 130720Z 22004KT 180V260 CAVOK 17/13 Q1010
EGKK,2024-08-13 07:50,EGKK 130750Z 22005KT 190V260 CAVOK 18/12 Q1010
EGKK,2024-08-13 08:20,EGKK 130820Z 24006KT 200V280 CAVOK 19/12 Q1010
EGKK,2024-08-13 08:50,EGKK 130850Z 24005KT 200V290 CAVOK 20/12 Q1010
EGKK,2024-08-13 09:20,EGKK 130920Z 24006KT 180V290 CAVOK 20/13 Q1010
EGKK,2024-08-13 09:50,EGKK 130950Z 25009KT 210V300 CAVOK 21/14 Q1010
EGKK,2024-08-13 10:20,EGKK 131020Z 24008KT 200V280 CAVOK 21/14 Q1010
EGKK,2024-08-13 10:50,EGKK 131050Z 24009KT 190V280 9999 FEW035 22/15 Q1010
EGKK,2024-08-13 11:20,EGKK 131120Z 24010KT 200V270 CAVOK 22/14 Q1010
EGKK,2024-08-13 11:50,EGKK 131150Z 24008KT 180V280 CAVOK 23/14 Q1009
EGKK,2024-08-13 12:20,EGKK 131220Z 22008KT 170V260 CAVOK 24/14 Q1009
EGKK,2024-08-13 12:50,EGKK 131250Z 20008KT 150V260 9999 FEW040 24/14 Q1010
EGKK,2024-08-13 13:20,EGKK 131320Z 23008KT 200V260 CAVOK 24/13 Q1009
EGKK,2024-08-13 13:50,EGKK 131350Z 24008KT 210V280 CAVOK 24/14 Q1009
EGKK,2024-08-13 14:20,EGKK 131420Z 23008KT 200V260 CAVOK 24/13 Q1009
EGKK,2024-08-13 14:50,EGKK 131450Z 22009KT CAVOK 24/14 Q1009
EGKK,2024-08-13 15:20,EGKK 131520Z 23008KT 180V260 CAVOK 23/14 Q1009
EGKK,2024-08-13 15:50,EGKK 131550Z 20008KT 170V240 CAVOK 23/15 Q1010
EGKK,2024-08-13 16:20,EGKK 131620Z 21008KT 170V250 CAVOK 22/14 Q1010
EGKK,2024-08-13 16:50,EGKK 131650Z 22008KT CAVOK 22/14 Q1009
EGKK,2024-08-13 17:20,EGKK 131720Z 23007KT CAVOK 21/14 Q1009
EGKK,2024-08-13 17:50,EGKK 131750Z 22008KT 190V250 CAVOK 20/14 Q1010
EGKK,2024-08-13 18:20,EGKK 131820Z 21007KT CAVOK 20/14 Q1010
EGKK,2024-08-13 18:50,EGKK 131850Z 22005KT CAVOK 20/14 Q1010
EGKK,2024-08-13 19:20,EGKK 131920Z 22004KT CAVOK 19/14 Q1010
EGKK,2024-08-13 19:50,EGKK 131950Z 20005KT CAVOK 19/14 Q1010
EGKK,2024-08-13 20:20,EGKK 132020Z 21005KT CAVOK 18/14 Q1010
EGKK,2024-08-13 20:50,EGKK 132050Z 22003KT CAVOK 18/14 Q1011
EGKK,2024-08-13 21:20,EGKK 132120Z 21003KT CAVOK 18/14 Q1011
EGKK,2024-08-13 21:50,EGKK 132150Z VRB02KT CAVOK 18/14 Q1011
EGKK,2024-08-13 22:20,EGKK 132220Z 21003KT 170V240 CAVOK 17/14 Q1011
EGKK,2024-08-13 22:50,EGKK 132250Z 22003KT CAVOK 17/14 Q1011
EGKK,2024-08-13 23:20,EGKK 132320Z 23002KT CAVOK 16/14 Q1011
EGKK,2024-08-13 23:50,EGKK 132350Z 24004KT CAVOK 16/14 Q1011
EGKK,2024-08-14 00:20,EGKK 140020Z 24005KT CAVOK 15/14 Q1011
EGKK,2024-08-14 00:50,EGKK 140050Z 23002KT CAVOK 15/14 Q1011
EGKK,2024-08-14 01:20,EGKK 140120Z 24002KT 9999 FEW046 16/14 Q1011
EGKK,2024-08-14 01:50,EGKK 140150Z VRB02KT 9999 FEW028 16/14 Q1012
EGKK,2024-08-14 02:20,EGKK 140220Z 19002KT 9999 FEW017 SCT026 17/14 Q1012
EGKK,2024-08-14 02:50,EGKK 140250Z 19003KT 9999 SCT016 17/14 Q1012
EGKK,2024-08-14 03:20,EGKK 140320Z 26005KT 5000 BR BKN015 17/15 Q1012
EGKK,2024-08-14 03:50,EGKK 140350Z 24004KT 5000 -DZ BR BKN013 16/15 Q1012
EGKK,2024-08-14 04:20,EGKK 140420Z 24003KT 5000 -DZ FEW006 BKN015 16/15 Q1012
EGKK,2024-08-14 04:50,EGKK 140450Z 24003KT 210V270 9000 -DZ FEW006 BKN015 16/16 Q1012
EGKK,2024-08-14 05:20,EGKK 140520Z 22003KT 9999 FEW004 BKN011 16/16 Q1012
EGKK,2024-08-14 05:50,EGKK 140550Z VRB02KT 9999 FEW006 SCT014 BKN019 16/16 Q1012
EGKK,2024-08-14 06:20,EGKK 140620Z 30004KT 260V350 9999 FEW007 BKN014 17/16 Q1013
EGKK,2024-08-14 06:50,EGKK 140650Z 31004KT 270V330 8000 -RA BKN013 17/16 Q1013
EGKK,2024-08-14 07:20,EGKK 140720Z 30003KT 250V010 3000 -RADZ FEW005 BKN014 17/17 Q1013
EGKK,2024-08-14 07:50,EGKK 140750Z 30004KT 270V340 3200 -RA BKN005 17/17 Q1013
EGKK,2024-08-14 08:20,EGKK 140820Z 29004KT 260V330 3000 -RA BKN003 18/17 Q1013
EGKK,2024-08-14 08:50,EGKK 140850Z 29005KT 270V330 3800 -RA SCT005 BKN016 18/17 Q1013
EGKK,2024-08-14 09:20,EGKK 140920Z 29004KT 250V310 9999 -RA SCT006 BKN016 19/18 Q1013
EGKK,2024-08-14 09:50,EGKK 140950Z 24006KT 210V280 9999 SCT006 BKN013 19/18 Q1013
EGKK,2024-08-14 10:20,EGKK 141020Z 28006KT 230V310 9999 BKN013 19/17 Q1013
EGKK,2024-08-14 10:50,EGKK 141050Z 28006KT 240V310 9999 BKN012 20/18 Q1014
EGKK,2024-08-14 11:20,EGKK 141120Z 32006KT 280V360 9999 BKN013 20/17 Q1014
EGKK,2024-08-14 11:50,EGKK 141150Z 31006KT 270V360 9999 SCT016 SCT023 21/17 Q1014
EGKK,2024-08-14 12:20,EGKK 141220Z 28004KT 190V340 9999 FEW025 SCT042 22/18 Q1014
EGKK,2024-08-14 12:50,EGKK 141250Z 28005KT 230V340 9999 SCT019 BKN024 22/18 Q1014
EGKK,2024-08-14 13:20,EGKK 141320Z 31006KT 270V350 9999 FEW023 SCT032 22/17 Q1014
EGKK,2024-08-14 13:50,EGKK 141350Z 30005KT 280V340 9999 FEW022 BKN032 22/17 Q1014
EGKK,2024-08-14 14:20,EGKK 141420Z 27005KT 240V320 9999 FEW021 BKN043 23/17 Q1014
EGKK,2024-08-14 14:50,EGKK 141450Z 25005KT 220V300 9999 SCT023 BKN044 23/18 Q1014
EGKK,2024-08-14 15:20,EGKK 141520Z 24005KT 200V270 9999 FEW034 BKN042 22/17 Q1014
EGKK,2024-08-14 15:50,EGKK 141550Z 23005KT 9999 FEW024 BKN048 22/17 Q1014
EGKK,2024-08-14 16:20,EGKK 141620Z 24003KT 220V290 9999 FEW024 BKN049 22/17 Q1014
EGKK,2024-08-14 16:50,EGKK 141650Z 21004KT 9999 FEW018 BKN048 22/17 Q1015
EGKK,2024-08-14 17:20,EGKK 141720Z 23005KT 9999 FEW027 BKN049 22/17 Q1015
EGKK,2024-08-14 17:50,EGKK 141750Z 22004KT 9999 FEW027 SCT048 22/16 Q1015
EGKK,2024-08-14 18:20,EGKK 141820Z 22005KT 180V240 9999 FEW027 SCT046 22/17 Q1015
EGKK,2024-08-14 18:50,EGKK 141850Z 20007KT 170V230 9999 SCT028 BKN049 21/16 Q1015
EGKK,2024-08-14 19:20,EGKK 141920Z 21004KT 190V250 9999 FEW030 21/17 Q1015
EGKK,2024-08-14 19:50,EGKK 141950Z 23005KT 9999 FEW049 20/17 Q1015
EGKK,2024-08-14 20:20,EGKK 142020Z 23005KT 9999 FEW030 20/17 Q1016
EGKK,2024-08-14 20:50,EGKK 142050Z 23005KT 9999 FEW018 SCT030 19/17 Q1016
EGKK,2024-08-14 21:20,EGKK 142120Z 25005KT 9999 SCT015 18/17 Q1016
EGKK,2024-08-14 21:50,EGKK 142150Z 27005KT 230V320 9999 FEW008 BKN013 19/17 Q1016
EGKK,2024-08-14 22:20,EGKK 142220Z 30006KT 280V340 9999 FEW007 SCT009 18/17 Q1017
EGKK,2024-08-14 22:50,EGKK 142250Z 23003KT 9999 FEW007 BKN011 18/17 Q1016
EGKK,2024-08-14 23:20,EGKK 142320Z 24003KT 9999 FEW010 17/16 Q1016
EGKK,2024-08-14 23:50,EGKK 142350Z 24003KT CAVOK 17/16 Q1016
EGKK,2024-08-15 00:20,EGKK 150020Z 25003KT 9999 FEW014 16/16 Q1016
EGKK,2024-08-15 00:50,EGKK 150050Z 22003KT 9999 FEW016 16/16 Q1016
EGKK,2024-08-15 01:20,EGKK 150120Z 22004KT CAVOK 16/16 Q1016
EGKK,2024-08-15 01:50,EGKK 150150Z 20004KT 9999 SCT028 16/16 Q1016
EGKK,2024-08-15 02:20,EGKK 150220Z 22003KT 9999 SCT030 16/16 Q1016
EGKK,2024-08-15 02:50,EGKK 150250Z 26005KT 9999 SCT043 15/15 Q1016
EGKK,2024-08-15 03:20,EGKK 150320Z 22004KT CAVOK 15/15 Q1016
EGKK,2024-08-15 03:50,EGKK 150350Z 23006KT 9999 SCT041 15/14 Q1016
EGKK,2024-08-15 04:20,EGKK 150420Z 22005KT 9999 FEW039 15/14 Q1016
EGKK,2024-08-15 04:50,EGKK 150450Z 22004KT CAVOK 14/14 Q1016
EGKK,2024-08-15 05:20,EGKK 150520Z VRB02KT 9999 FEW020 14/13 Q1016
EGKK,2024-08-15 05:50,EGKK 150550Z 22003KT 190V260 CAVOK 15/13 Q1016
EGKK,2024-08-15 06:20,EGKK 150620Z 23007KT CAVOK 15/13 Q1016
EGKK,2024-08-15 06:50,EGKK 150650Z 21007KT 170V250 CAVOK 16/13 Q1016
EGKK,2024-08-15 07:20,EGKK 150720Z 23007KT 180V260 9999 FEW016 17/13 Q1016
EGKK,2024-08-15 07:50,EGKK 150750Z 22008KT 180V240 9999 FEW016 18/13 Q1016
EGKK,2024-08-15 08:20,EGKK 150820Z 21008KT 160V240 9999 FEW022 18/13 Q1016
EGKK,2024-08-15 08:50,EGKK 150850Z 22011KT 190V250 9999 FEW025 19/13 Q1016
EGKK,2024-08-15 09:20,EGKK 150920Z 22011KT 190V260 9999 SCT025 20/13 Q1016
EGKK,2024-08-15 09:50,EGKK 150950Z 23013KT 9999 SCT025 20/13 Q1016
EGKK,2024-08-15 10:20,EGKK 151020Z 22013KT 180V250 9999 SCT028 21/13 Q1016
EGKK,2024-08-15 10:50,EGKK 151050Z 21012KT 170V250 9999 BKN025 21/14 Q1015
EGKK,2024-08-15 11:20,EGKK 151120Z 21012KT 9999 BKN025 20/14 Q1016
